campaign_id,audience,impressions,ad_type,date,spend,actions
332f5654-1405-4cce-82f6-b5f145b01b5e,NM_black_30-35,2044,video,2017-06-15,27,"[{""G"": 82, ""action"": ""junk""}, {""E"": 85, ""action"": ""junk""}]"
332f5654-1405-4cce-82f6-b5f145b01b5e,NM_black_30-35,2044,photo,2017-06-22,12,"[{""J"": 94, ""action"": ""junk""}, {""A"": 15, ""action"": ""noise""}, {""D"": 18, ""action"": ""views""}]"
332f5654-1405-4cce-82f6-b5f145b01b5e,NM_black_30-35,2044,video,2017-06-21,587,"[{""E"": 66, ""action"": ""noise""}, {""G"": 38, ""action"": ""junk""}]"
332f5654-1405-4cce-82f6-b5f145b01b5e,NM_black_30-35,2044,video,2017-06-14,15,"[{""F"": 64, ""action"": ""views""}, {""D"": 86, ""action"": ""junk""}, {""F"": 80, ""action"": ""conversions""}, {""C"": 44, ""action"": ""conversions""}, {""H"": 86, ""action"": ""clicks""}]"
3353419d-0a25-4837-824c-6990250b8ede,ME_black_60-65,11450,photo,2017-06-20,680,"[{""B"": 79, ""action"": ""junk""}]"
3353419d-0a25-4837-824c-6990250b8ede,ME_black_60-65,11450,video,2017-06-17,695,"[{""E"": 90, ""action"": ""junk""}, {""K"": 62, ""action"": ""conversions""}, {""E"": 57, ""action"": ""noise""}, {""K"": 70, ""action"": ""views""}]"
3360e8ff-3817-4dad-82d1-8d58a357d74f,WY_green_42-47,2444,video,2017-06-16,680,"[{""H"": 63, ""action"": ""noise""}, {""E"": 31, ""action"": ""views""}, {""A"": 24, ""action"": ""junk""}, {""E"": 41, ""action"": ""noise""}]"
3360e8ff-3817-4dad-82d1-8d58a357d74f,WY_green_42-47,2444,video,2017-06-23,509,"[{""C"": 23, ""action"": ""clicks""}, {""J"": 75, ""action"": ""conversions""}, {""F"": 36, ""action"": ""clicks""}]"
3360e8ff-3817-4dad-82d1-8d58a357d74f,WY_green_42-47,2444,photo,2017-06-15,835,"[{""E"": 31, ""action"": ""junk""}, {""H"": 10, ""action"": ""views""}, {""G"": 75, ""action"": ""views""}, {""D"": 78, ""action"": ""junk""}, {""D"": 86, ""action"": ""views""}]"
336aa780-13d8-4d44-b1de-28d5b5ad9d7a,MD_red_51-56,550,video,2017-06-17,608,"[{""E"": 80, ""action"": ""conversions""}, {""E"": 59, ""action"": ""clicks""}]"
336aa780-13d8-4d44-b1de-28d5b5ad9d7a,MD_red_51-56,550,photo,2017-06-22,352,"[{""J"": 5, ""action"": ""clicks""}, {""J"": 96, ""action"": ""conversions""}, {""C"": 78, ""action"": ""noise""}, {""C"": 26, ""action"": ""conversions""}, {""D"": 96, ""action"": ""clicks""}]"
336aa780-13d8-4d44-b1de-28d5b5ad9d7a,MD_red_51-56,550,photo,2017-06-17,430,"[{""H"": 72, ""action"": ""clicks""}, {""J"": 11, ""action"": ""views""}]"
336aa780-13d8-4d44-b1de-28d5b5ad9d7a,MD_red_51-56,550,video,2017-06-23,273,"[{""B"": 49, ""action"": ""noise""}]"
33733290-3553-4a4f-9df7-eef74ee44a18,NE_blue_45-50,4975,photo,2017-06-18,524,"[{""A"": 48, ""action"": ""views""}, {""D"": 20, ""action"": ""clicks""}]"
33733290-3553-4a4f-9df7-eef74ee44a18,NE_blue_45-50,4975,video,2017-06-18,834,"[{""F"": 57, ""action"": ""views""}]"
3378ebef-a8c0-499e-9e70-489c600e3b3a,CO_orange_42-47,11824,photo,2017-06-19,608,"[{""A"": 37, ""action"": ""views""}, {""D"": 39, ""action"": ""clicks""}, {""B"": 79, ""action"": ""clicks""}, {""A"": 47, ""action"": ""junk""}]"
3378ebef-a8c0-499e-9e70-489c600e3b3a,CO_orange_42-47,11824,photo,2017-06-15,265,"[{""G"": 43, ""action"": ""clicks""}, {""K"": 58, ""action"": ""junk""}]"
33871833-86b8-4c41-92a9-06bc819c7c14,NC_green_27-32,14312,video,2017-06-16,874,"[{""J"": 55, ""action"": ""clicks""}, {""J"": 45, ""action"": ""views""}, {""J"": 12, ""action"": ""junk""}]"
33871833-86b8-4c41-92a9-06bc819c7c14,NC_green_27-32,14312,photo,2017-06-19,225,"[{""C"": 42, ""action"": ""noise""}, {""J"": 14, ""action"": ""junk""}, {""G"": 84, ""action"": ""views""}, {""E"": 57, ""action"": ""clicks""}, {""J"": 6, ""action"": ""clicks""}]"
338ae376-362e-4cf5-b77f-6527e7060d98,IA_green_42-47,3711,photo,2017-06-23,167,"[{""F"": 77, ""action"": ""noise""}, {""J"": 71, ""action"": ""junk""}]"
338ae376-362e-4cf5-b77f-6527e7060d98,IA_green_42-47,3711,photo,2017-06-14,864,"[{""D"": 39, ""action"": ""junk""}, {""B"": 48, ""action"": ""conversions""}, {""G"": 11, ""action"": ""noise""}]"
338ae376-362e-4cf5-b77f-6527e7060d98,IA_green_42-47,3711,video,2017-06-16,909,"[{""H"": 65, ""action"": ""clicks""}, {""H"": 30, ""action"": ""junk""}]"
33975ef0-e6b3-4733-84aa-dbe4768b6842,WV_orange_24-29,3784,photo,2017-06-14,77,"[{""C"": 1, ""action"": ""noise""}]"
33975ef0-e6b3-4733-84aa-dbe4768b6842,WV_orange_24-29,3784,video,2017-06-21,280,"[{""G"": 27, ""action"": ""conversions""}, {""E"": 69, ""action"": ""views""}]"
33975ef0-e6b3-4733-84aa-dbe4768b6842,WV_orange_24-29,3784,video,2017-06-15,863,"[{""K"": 94, ""action"": ""clicks""}, {""G"": 33, ""action"": ""views""}]"
339e242b-1a2e-403c-a1c0-34f99029238e,NC_purple_27-32,6006,photo,2017-06-21,303,"[{""F"": 54, ""action"": ""clicks""}, {""D"": 43, ""action"": ""noise""}]"
339e242b-1a2e-403c-a1c0-34f99029238e,NC_purple_27-32,6006,photo,2017-06-18,464,"[{""J"": 55, ""action"": ""junk""}, {""G"": 9, ""action"": ""noise""}, {""D"": 36, ""action"": ""clicks""}, {""D"": 64, ""action"": ""views""}, {""F"": 33, ""action"": ""noise""}]"
339e3978-a6b3-4d33-8595-8ebedafce86b,FL_purple_24-29,12669,video,2017-06-14,601,"[{""G"": 12, ""action"": ""junk""}]"
339e3978-a6b3-4d33-8595-8ebedafce86b,FL_purple_24-29,12669,photo,2017-06-14,447,"[{""A"": 18, ""action"": ""junk""}, {""K"": 85, ""action"": ""conversions""}, {""H"": 10, ""action"": ""noise""}, {""J"": 80, ""action"": ""views""}, {""D"": 58, ""action"": ""views""}]"
339e3978-a6b3-4d33-8595-8ebedafce86b,FL_purple_24-29,12669,photo,2017-06-20,941,"[{""A"": 0, ""action"": ""conversions""}, {""G"": 23, ""action"": ""noise""}, {""D"": 56, ""action"": ""views""}, {""D"": 7, ""action"": ""noise""}, {""J"": 58, ""action"": ""conversions""}]"
339e3978-a6b3-4d33-8595-8ebedafce86b,FL_purple_24-29,12669,photo,2017-06-19,587,"[{""B"": 42, ""action"": ""conversions""}, {""C"": 64, ""action"": ""noise""}, {""B"": 91, ""action"": ""views""}]"
33abe36d-7725-43ff-94a3-6df5f9a728ed,LA_purple_24-29,9779,video,2017-06-22,849,"[{""G"": 31, ""action"": ""junk""}, {""J"": 48, ""action"": ""noise""}]"
33abe36d-7725-43ff-94a3-6df5f9a728ed,LA_purple_24-29,9779,photo,2017-06-18,265,"[{""G"": 11, ""action"": ""junk""}, {""E"": 62, ""action"": ""junk""}, {""E"": 75, ""action"": ""conversions""}]"
33ade559-7632-446d-92c1-402008928ca5,UT_blue_57-62,12933,video,2017-06-21,172,"[{""J"": 52, ""action"": ""views""}, {""C"": 16, ""action"": ""noise""}, {""C"": 2, ""action"": ""clicks""}, {""E"": 60, ""action"": ""views""}, {""J"": 68, ""action"": ""conversions""}]"
33ade559-7632-446d-92c1-402008928ca5,UT_blue_57-62,12933,photo,2017-06-19,512,"[{""B"": 78, ""action"": ""views""}, {""E"": 81, ""action"": ""noise""}, {""E"": 51, ""action"": ""views""}, {""H"": 63, ""action"": ""noise""}]"
33ade559-7632-446d-92c1-402008928ca5,UT_blue_57-62,12933,photo,2017-06-15,112,"[{""J"": 50, ""action"": ""noise""}]"
33ade559-7632-446d-92c1-402008928ca5,UT_blue_57-62,12933,photo,2017-06-22,90,"[{""K"": 58, ""action"": ""clicks""}, {""D"": 32, ""action"": ""junk""}, {""C"": 8, ""action"": ""clicks""}, {""E"": 82, ""action"": ""clicks""}, {""D"": 26, ""action"": ""conversions""}]"
33ade559-7632-446d-92c1-402008928ca5,UT_blue_57-62,12933,video,2017-06-18,928,"[{""E"": 38, ""action"": ""conversions""}, {""K"": 71, ""action"": ""conversions""}]"
33cb2461-414d-4fce-bf78-74014b049e5b,CO_white_42-47,1391,video,2017-06-23,574,"[{""K"": 17, ""action"": ""conversions""}, {""A"": 85, ""action"": ""conversions""}, {""A"": 66, ""action"": ""junk""}]"
33ce1960-4a7c-42fc-b132-acec5262761e,PA_brown_48-53,11970,photo,2017-06-18,290,"[{""J"": 44, ""action"": ""junk""}]"
33ce1960-4a7c-42fc-b132-acec5262761e,PA_brown_48-53,11970,photo,2017-06-21,784,"[{""E"": 69, ""action"": ""views""}, {""H"": 59, ""action"": ""noise""}]"
33ce1960-4a7c-42fc-b132-acec5262761e,PA_brown_48-53,11970,photo,2017-06-19,616,"[{""G"": 19, ""action"": ""junk""}, {""J"": 78, ""action"": ""junk""}]"
33ce1960-4a7c-42fc-b132-acec5262761e,PA_brown_48-53,11970,photo,2017-06-17,391,"[{""F"": 10, ""action"": ""conversions""}, {""D"": 23, ""action"": ""views""}, {""E"": 19, ""action"": ""clicks""}, {""E"": 66, ""action"": ""noise""}]"
33d39f71-544e-41b8-9cd7-121421f69c6b,NC_black_54-59,11898,video,2017-06-19,529,"[{""B"": 68, ""action"": ""clicks""}, {""C"": 73, ""action"": ""junk""}]"
33d39f71-544e-41b8-9cd7-121421f69c6b,NC_black_54-59,11898,video,2017-06-14,0,"[{""K"": 70, ""action"": ""clicks""}]"
33d39f71-544e-41b8-9cd7-121421f69c6b,NC_black_54-59,11898,video,2017-06-15,790,"[{""H"": 47, ""action"": ""conversions""}]"
33d6a6cd-b3a5-4352-9bc3-254ca4c45ec0,DC_orange_48-53,27136,video,2017-06-22,211,"[{""D"": 63, ""action"": ""views""}, {""G"": 61, ""action"": ""junk""}, {""G"": 0, ""action"": ""views""}, {""D"": 61, ""action"": ""clicks""}]"
33db8f9d-d609-4277-83ce-4cbcbf29a18f,ID_blue_24-29,14525,photo,2017-06-19,563,"[{""C"": 31, ""action"": ""noise""}, {""F"": 71, ""action"": ""noise""}, {""B"": 56, ""action"": ""clicks""}]"
33db8f9d-d609-4277-83ce-4cbcbf29a18f,ID_blue_24-29,14525,photo,2017-06-14,521,"[{""A"": 83, ""action"": ""noise""}, {""D"": 71, ""action"": ""views""}, {""E"": 28, ""action"": ""noise""}, {""C"": 91, ""action"": ""junk""}]"
33db8f9d-d609-4277-83ce-4cbcbf29a18f,ID_blue_24-29,14525,photo,2017-06-17,209,"[{""J"": 91, ""action"": ""junk""}]"
33e8e0da-f74f-492b-8193-1ad031fdbacf,UT_red_51-56,1972,photo,2017-06-22,663,"[{""G"": 58, ""action"": ""views""}]"
33f8e9ce-e843-4319-8756-793b694483bc,SD_white_60-65,11169,photo,2017-06-23,433,"[{""C"": 91, ""action"": ""views""}, {""G"": 62, ""action"": ""clicks""}, {""H"": 91, ""action"": ""noise""}, {""G"": 97, ""action"": ""noise""}, {""K"": 78, ""action"": ""noise""}]"
33f8e9ce-e843-4319-8756-793b694483bc,SD_white_60-65,11169,video,2017-06-16,647,"[{""C"": 77, ""action"": ""noise""}, {""H"": 22, ""action"": ""conversions""}]"
33f8e9ce-e843-4319-8756-793b694483bc,SD_white_60-65,11169,photo,2017-06-22,404,"[{""A"": 94, ""action"": ""junk""}, {""E"": 57, ""action"": ""junk""}]"
34051e60-f001-4942-87ab-cd56036c8564,MD_pink_24-29,6534,video,2017-06-21,442,"[{""D"": 9, ""action"": ""views""}, {""C"": 21, ""action"": ""conversions""}, {""F"": 42, ""action"": ""clicks""}, {""A"": 31, ""action"": ""clicks""}, {""K"": 12, ""action"": ""clicks""}]"
340849be-56dd-4c88-98af-a3d1ebeff3de,NM_pink_36-41,9659,photo,2017-06-17,769,"[{""K"": 75, ""action"": ""noise""}, {""D"": 21, ""action"": ""clicks""}, {""D"": 72, ""action"": ""junk""}]"
340849be-56dd-4c88-98af-a3d1ebeff3de,NM_pink_36-41,9659,video,2017-06-19,977,"[{""A"": 41, ""action"": ""conversions""}, {""J"": 60, ""action"": ""views""}]"
341093b1-e949-459a-95bb-e1926fb4c7a7,TX_brown_27-32,5737,photo,2017-06-17,176,"[{""B"": 29, ""action"": ""junk""}]"
341093b1-e949-459a-95bb-e1926fb4c7a7,TX_brown_27-32,5737,video,2017-06-15,141,"[{""J"": 41, ""action"": ""conversions""}, {""E"": 12, ""action"": ""views""}, {""J"": 12, ""action"": ""clicks""}, {""F"": 68, ""action"": ""views""}, {""B"": 92, ""action"": ""conversions""}]"
3413229d-cbb7-4c73-8af4-887513f9d09a,NY_brown_24-29,9388,video,2017-06-20,78,"[{""K"": 64, ""action"": ""conversions""}, {""A"": 27, ""action"": ""conversions""}, {""F"": 38, ""action"": ""conversions""}, {""G"": 85, ""action"": ""views""}]"
3413229d-cbb7-4c73-8af4-887513f9d09a,NY_brown_24-29,9388,photo,2017-06-23,966,"[{""J"": 40, ""action"": ""views""}, {""E"": 79, ""action"": ""views""}, {""K"": 48, ""action"": ""views""}, {""A"": 82, ""action"": ""conversions""}, {""E"": 65, ""action"": ""junk""}]"
3416b58c-7993-46be-92d7-9586289490dd,MI_red_51-56,12384,video,2017-06-17,317,"[{""B"": 80, ""action"": ""clicks""}, {""E"": 86, ""action"": ""noise""}, {""A"": 34, ""action"": ""noise""}, {""A"": 59, ""action"": ""views""}, {""C"": 71, ""action"": ""noise""}]"
3416b58c-7993-46be-92d7-9586289490dd,MI_red_51-56,12384,photo,2017-06-21,662,"[{""J"": 60, ""action"": ""conversions""}, {""A"": 96, ""action"": ""junk""}, {""D"": 11, ""action"": ""noise""}, {""B"": 63, ""action"": ""junk""}, {""D"": 39, ""action"": ""conversions""}]"
3421a6ea-3700-400b-8f70-a71f412f59fa,NE_orange_51-56,11081,photo,2017-06-22,656,"[{""B"": 41, ""action"": ""noise""}, {""D"": 63, ""action"": ""views""}]"
3421a6ea-3700-400b-8f70-a71f412f59fa,NE_orange_51-56,11081,photo,2017-06-17,289,"[{""E"": 81, ""action"": ""clicks""}, {""J"": 18, ""action"": ""views""}, {""H"": 13, ""action"": ""clicks""}, {""C"": 38, ""action"": ""noise""}, {""H"": 47, ""action"": ""views""}]"
3421a6ea-3700-400b-8f70-a71f412f59fa,NE_orange_51-56,11081,video,2017-06-22,800,"[{""D"": 37, ""action"": ""junk""}, {""B"": 49, ""action"": ""junk""}, {""A"": 30, ""action"": ""junk""}]"
34459adf-e6fd-47d4-b004-40c226eff4e8,NC_red_48-53,9637,video,2017-06-14,716,"[{""B"": 30, ""action"": ""noise""}, {""A"": 90, ""action"": ""clicks""}, {""J"": 45, ""action"": ""junk""}, {""K"": 24, ""action"": ""noise""}]"
344ef2bc-7418-4ea7-b9ba-52cd273f537a,NM_white_27-32,658,photo,2017-06-17,618,"[{""E"": 30, ""action"": ""clicks""}, {""E"": 38, ""action"": ""views""}, {""F"": 77, ""action"": ""noise""}, {""A"": 34, ""action"": ""clicks""}]"
344ef2bc-7418-4ea7-b9ba-52cd273f537a,NM_white_27-32,658,video,2017-06-22,432,"[{""B"": 71, ""action"": ""clicks""}]"
344ef2bc-7418-4ea7-b9ba-52cd273f537a,NM_white_27-32,658,photo,2017-06-21,805,"[{""B"": 76, ""action"": ""views""}, {""G"": 24, ""action"": ""junk""}, {""B"": 76, ""action"": ""junk""}]"
344ef2bc-7418-4ea7-b9ba-52cd273f537a,NM_white_27-32,658,video,2017-06-15,981,"[{""E"": 9, ""action"": ""noise""}]"
347a15f2-c966-4d7f-b5bc-6aa8dcf3495e,UT_orange_63-68,6614,video,2017-06-18,667,"[{""K"": 2, ""action"": ""noise""}, {""D"": 50, ""action"": ""noise""}, {""J"": 6, ""action"": ""views""}, {""C"": 79, ""action"": ""conversions""}, {""G"": 97, ""action"": ""noise""}]"
347a15f2-c966-4d7f-b5bc-6aa8dcf3495e,UT_orange_63-68,6614,photo,2017-06-23,483,"[{""H"": 49, ""action"": ""views""}]"
347e4212-3353-4130-b92e-c695803c468d,NM_blue_42-47,1408,video,2017-06-21,624,"[{""G"": 33, ""action"": ""noise""}, {""B"": 72, ""action"": ""views""}, {""H"": 61, ""action"": ""noise""}, {""A"": 19, ""action"": ""junk""}]"
347e4212-3353-4130-b92e-c695803c468d,NM_blue_42-47,1408,video,2017-06-20,234,"[{""F"": 15, ""action"": ""clicks""}, {""C"": 87, ""action"": ""conversions""}]"
3480c4cc-9c5d-4b39-b699-91bcd34e78ac,AL_pink_39-44,14976,video,2017-06-21,531,"[{""H"": 51, ""action"": ""noise""}, {""E"": 21, ""action"": ""clicks""}, {""G"": 54, ""action"": ""views""}, {""H"": 20, ""action"": ""junk""}, {""F"": 36, ""action"": ""noise""}]"
3480c4cc-9c5d-4b39-b699-91bcd34e78ac,AL_pink_39-44,14976,video,2017-06-16,173,"[{""B"": 35, ""action"": ""clicks""}, {""J"": 93, ""action"": ""views""}, {""E"": 44, ""action"": ""conversions""}]"
34847e28-ed46-441a-b651-90c0c9aff26b,NM_blue_27-32,7820,video,2017-06-21,483,"[{""D"": 76, ""action"": ""clicks""}, {""K"": 44, ""action"": ""junk""}, {""K"": 55, ""action"": ""views""}, {""H"": 20, ""action"": ""conversions""}]"
34847e28-ed46-441a-b651-90c0c9aff26b,NM_blue_27-32,7820,photo,2017-06-16,638,"[{""A"": 14, ""action"": ""junk""}, {""H"": 43, ""action"": ""views""}, {""D"": 70, ""action"": ""noise""}, {""C"": 60, ""action"": ""conversions""}]"
34992764-4adc-4a6e-badc-c1a171903afc,MI_brown_60-65,4952,photo,2017-06-19,366,"[{""G"": 1, ""action"": ""noise""}, {""A"": 72, ""action"": ""conversions""}, {""E"": 68, ""action"": ""conversions""}]"
34992764-4adc-4a6e-badc-c1a171903afc,MI_brown_60-65,4952,video,2017-06-15,667,"[{""A"": 47, ""action"": ""views""}, {""G"": 12, ""action"": ""conversions""}, {""K"": 20, ""action"": ""junk""}, {""A"": 42, ""action"": ""clicks""}]"
349b746c-9ca6-4d99-8746-901e819abbdc,AK_brown_30-35,18760,video,2017-06-20,762,"[{""C"": 72, ""action"": ""conversions""}, {""G"": 4, ""action"": ""conversions""}, {""K"": 32, ""action"": ""clicks""}, {""A"": 52, ""action"": ""conversions""}]"
349b746c-9ca6-4d99-8746-901e819abbdc,AK_brown_30-35,18760,photo,2017-06-14,982,"[{""E"": 19, ""action"": ""clicks""}, {""E"": 45, ""action"": ""conversions""}, {""G"": 38, ""action"": ""conversions""}, {""J"": 95, ""action"": ""junk""}, {""F"": 22, ""action"": ""noise""}]"
34a84de7-c4bc-4d58-ba25-93cf4b87e9c4,NE_purple_24-29,11162,photo,2017-06-15,76,"[{""A"": 71, ""action"": ""noise""}, {""H"": 90, ""action"": ""noise""}, {""D"": 99, ""action"": ""junk""}, {""J"": 66, ""action"": ""clicks""}]"
34a84de7-c4bc-4d58-ba25-93cf4b87e9c4,NE_purple_24-29,11162,photo,2017-06-23,437,"[{""G"": 55, ""action"": ""noise""}]"
34b97a75-aba3-4536-85d7-69abefe2f4a9,CA_blue_45-50,4614,photo,2017-06-22,307,"[{""B"": 13, ""action"": ""views""}, {""J"": 0, ""action"": ""clicks""}, {""B"": 58, ""action"": ""clicks""}, {""G"": 4, ""action"": ""clicks""}]"
34b97a75-aba3-4536-85d7-69abefe2f4a9,CA_blue_45-50,4614,video,2017-06-20,708,"[{""E"": 29, ""action"": ""junk""}, {""J"": 19, ""action"": ""noise""}, {""G"": 2, ""action"": ""views""}, {""K"": 75, ""action"": ""clicks""}, {""H"": 39, ""action"": ""noise""}]"
34b97a75-aba3-4536-85d7-69abefe2f4a9,CA_blue_45-50,4614,photo,2017-06-16,6,"[{""H"": 16, ""action"": ""noise""}]"
34c7b687-c833-4253-a5d6-712eaaeb239c,NE_white_63-68,11568,photo,2017-06-15,544,"[{""C"": 88, ""action"": ""views""}, {""H"": 57, ""action"": ""noise""}]"
34c7b687-c833-4253-a5d6-712eaaeb239c,NE_white_63-68,11568,video,2017-06-19,527,"[{""A"": 48, ""action"": ""clicks""}, {""H"": 42, ""action"": ""clicks""}, {""G"": 35, ""action"": ""junk""}, {""E"": 22, ""action"": ""clicks""}, {""H"": 98, ""action"": ""clicks""}]"
34c7b687-c833-4253-a5d6-712eaaeb239c,NE_white_63-68,11568,photo,2017-06-17,897,"[{""H"": 6, ""action"": ""junk""}, {""C"": 96, ""action"": ""conversions""}]"
34d8365e-b039-478f-a35d-63af6ff1b025,IL_blue_51-56,4666,video,2017-06-14,647,"[{""G"": 15, ""action"": ""junk""}, {""H"": 18, ""action"": ""clicks""}, {""K"": 99, ""action"": ""clicks""}, {""B"": 34, ""action"": ""clicks""}]"
34d8365e-b039-478f-a35d-63af6ff1b025,IL_blue_51-56,4666,photo,2017-06-14,754,"[{""F"": 62, ""action"": ""noise""}]"
34d87cb5-48cb-48f3-bd08-4354161e2463,MI_blue_30-35,16163,video,2017-06-17,500,"[{""B"": 37, ""action"": ""views""}]"
34d87cb5-48cb-48f3-bd08-4354161e2463,MI_blue_30-35,16163,photo,2017-06-15,89,"[{""F"": 2, ""action"": ""noise""}, {""E"": 36, ""action"": ""clicks""}, {""A"": 8, ""action"": ""clicks""}, {""D"": 19, ""action"": ""noise""}]"
34d87cb5-48cb-48f3-bd08-4354161e2463,MI_blue_30-35,16163,photo,2017-06-16,922,"[{""H"": 62, ""action"": ""conversions""}, {""D"": 79, ""action"": ""conversions""}, {""H"": 69, ""action"": ""noise""}, {""E"": 3, ""action"": ""junk""}, {""F"": 72, ""action"": ""clicks""}]"
34db8819-c050-46f6-a2ec-6db76723446c,MS_green_57-62,5665,video,2017-06-20,743,"[{""G"": 53, ""action"": ""noise""}]"
34db8819-c050-46f6-a2ec-6db76723446c,MS_green_57-62,5665,photo,2017-06-20,618,"[{""D"": 73, ""action"": ""views""}, {""J"": 3, ""action"": ""conversions""}, {""D"": 82, ""action"": ""conversions""}]"
34db8bc5-d65c-4ac6-8b19-af36c635d41e,ME_purple_36-41,1180,video,2017-06-22,893,"[{""A"": 74, ""action"": ""noise""}]"
34dfb1e4-7dfa-4339-a0dd-ea9d06bb15ca,WY_black_48-53,15822,photo,2017-06-18,773,"[{""G"": 90, ""action"": ""clicks""}, {""A"": 28, ""action"": ""noise""}, {""C"": 88, ""action"": ""views""}, {""A"": 57, ""action"": ""clicks""}]"
34e5f745-4dd2-4fe4-bb7c-299e65e9ef0f,ID_black_48-53,13466,photo,2017-06-20,395,"[{""G"": 28, ""action"": ""clicks""}, {""K"": 73, ""action"": ""junk""}]"
34e5f745-4dd2-4fe4-bb7c-299e65e9ef0f,ID_black_48-53,13466,photo,2017-06-21,699,"[{""C"": 96, ""action"": ""views""}, {""H"": 69, ""action"": ""views""}, {""C"": 41, ""action"": ""clicks""}, {""A"": 83, ""action"": ""junk""}, {""J"": 23, ""action"": ""noise""}]"
34f54874-7ce7-491a-931e-6e0827d78ab9,NE_pink_39-44,8524,video,2017-06-19,281,"[{""H"": 47, ""action"": ""conversions""}, {""A"": 85, ""action"": ""conversions""}, {""A"": 64, ""action"": ""conversions""}, {""F"": 35, ""action"": ""junk""}, {""J"": 77, ""action"": ""conversions""}]"
34f54874-7ce7-491a-931e-6e0827d78ab9,NE_pink_39-44,8524,video,2017-06-17,424,"[{""H"": 47, ""action"": ""views""}, {""C"": 93, ""action"": ""noise""}, {""F"": 85, ""action"": ""noise""}, {""J"": 12, ""action"": ""noise""}, {""E"": 90, ""action"": ""clicks""}]"
34f54874-7ce7-491a-931e-6e0827d78ab9,NE_pink_39-44,8524,video,2017-06-21,825,"[{""G"": 69, ""action"": ""views""}]"
3506626f-51a5-4252-8955-9a40b2d94767,NM_blue_18-23,18002,photo,2017-06-17,397,"[{""K"": 75, ""action"": ""junk""}, {""E"": 72, ""action"": ""junk""}, {""F"": 49, ""action"": ""noise""}, {""D"": 51, ""action"": ""noise""}, {""C"": 56, ""action"": ""views""}]"
3506626f-51a5-4252-8955-9a40b2d94767,NM_blue_18-23,18002,video,2017-06-17,213,"[{""J"": 54, ""action"": ""clicks""}]"
350cde26-e5ac-4ef0-8703-a68184eda012,IN_brown_57-62,9911,photo,2017-06-16,0,"[{""B"": 29, ""action"": ""views""}, {""J"": 6, ""action"": ""views""}, {""A"": 41, ""action"": ""noise""}]"
3523a687-2c2d-4c96-8371-86a04c610ab3,NV_orange_48-53,4886,photo,2017-06-22,168,"[{""A"": 27, ""action"": ""junk""}, {""J"": 31, ""action"": ""clicks""}, {""K"": 69, ""action"": ""clicks""}, {""J"": 49, ""action"": ""junk""}, {""H"": 45, ""action"": ""clicks""}]"
3523a687-2c2d-4c96-8371-86a04c610ab3,NV_orange_48-53,4886,video,2017-06-23,803,"[{""H"": 19, ""action"": ""noise""}]"
35241701-8743-4259-b9b8-30ada1ceab55,DC_blue_21-26,8217,photo,2017-06-21,845,"[{""F"": 27, ""action"": ""clicks""}]"
35241701-8743-4259-b9b8-30ada1ceab55,DC_blue_21-26,8217,photo,2017-06-23,797,"[{""F"": 61, ""action"": ""clicks""}, {""B"": 91, ""action"": ""junk""}]"
35241701-8743-4259-b9b8-30ada1ceab55,DC_blue_21-26,8217,photo,2017-06-17,848,"[{""H"": 85, ""action"": ""views""}, {""D"": 26, ""action"": ""junk""}, {""J"": 72, ""action"": ""junk""}, {""G"": 59, ""action"": ""views""}, {""J"": 13, ""action"": ""clicks""}]"
3525f957-d512-479c-9b2a-413ff51e9de6,NE_blue_30-35,17498,video,2017-06-19,244,"[{""K"": 50, ""action"": ""views""}]"
3525f957-d512-479c-9b2a-413ff51e9de6,NE_blue_30-35,17498,video,2017-06-18,395,"[{""C"": 81, ""action"": ""clicks""}, {""E"": 60, ""action"": ""junk""}, {""C"": 3, ""action"": ""views""}, {""K"": 54, ""action"": ""noise""}]"
354cbd67-8d25-4d49-93aa-4835ee7cba01,NH_pink_45-50,7259,video,2017-06-21,553,"[{""G"": 67, ""action"": ""clicks""}, {""G"": 94, ""action"": ""conversions""}]"
354cbd67-8d25-4d49-93aa-4835ee7cba01,NH_pink_45-50,7259,video,2017-06-19,214,"[{""K"": 53, ""action"": ""clicks""}, {""K"": 46, ""action"": ""clicks""}]"
356adec8-e2f0-4d1b-a953-c3426ce73231,IL_pink_45-50,3750,video,2017-06-16,800,"[{""F"": 25, ""action"": ""junk""}, {""K"": 97, ""action"": ""conversions""}, {""F"": 30, ""action"": ""noise""}, {""D"": 75, ""action"": ""noise""}]"
356adec8-e2f0-4d1b-a953-c3426ce73231,IL_pink_45-50,3750,photo,2017-06-21,86,"[{""K"": 50, ""action"": ""conversions""}, {""E"": 60, ""action"": ""junk""}, {""F"": 70, ""action"": ""conversions""}, {""H"": 21, ""action"": ""junk""}, {""F"": 3, ""action"": ""noise""}]"
356ebe9b-fa48-4d9b-aa48-934f5a59f5ec,DE_purple_39-44,16896,video,2017-06-22,518,"[{""H"": 51, ""action"": ""conversions""}]"
356ebe9b-fa48-4d9b-aa48-934f5a59f5ec,DE_purple_39-44,16896,video,2017-06-19,195,"[{""A"": 34, ""action"": ""clicks""}, {""F"": 11, ""action"": ""views""}, {""E"": 51, ""action"": ""views""}]"
356ebe9b-fa48-4d9b-aa48-934f5a59f5ec,DE_purple_39-44,16896,video,2017-06-23,897,"[{""F"": 25, ""action"": ""conversions""}, {""C"": 78, ""action"": ""noise""}]"
